rxn_id,reaction
38579,O=[CH:1][c:2]1[cH:3][cH:4][c:5]([O:6][c:7]2[cH:8][cH:9][c:10]([CH2:11][C:12]([O:13][CH3:14])=[O:15])[cH:16][cH:17]2)[n:18][c:19]1[CH3:20].[CH3:21][CH:22]([CH3:23])[CH2:24][C@@H:25]1[CH2:26][N:27]([CH:28]2[CH2:29][CH2:30][CH2:31][CH2:32]2)[C:33](=[O:34])[N:35]1[CH:36]1[CH2:37][CH2:38][NH:39][CH2:40][CH2:41]1>>[CH2:1]([c:2]1[cH:3][cH:4][c:5]([O:6][c:7]2[cH:8][cH:9][c:10]([CH2:11][C:12]([O:13][CH3:14])=[O:15])[cH:16][cH:17]2)[n:18][c:19]1[CH3:20])[N:39]1[CH2:38][CH2:37][CH:36]([N:35]2[C@H:25]([CH2:24][CH:22]([CH3:21])[CH3:23])[CH2:26][N:27]([CH:28]3[CH2:29][CH2:30][CH2:31][CH2:32]3)[C:33]2=[O:34])[CH2:41][CH2:40]1
38580,Cl[S:1](=[O:2])(=[O:3])[CH2:4][c:5]1[cH:6][cH:7][cH:8][cH:9][cH:10]1.[CH3:11][c:12]1[o:13][n:14][c:15](-[c:16]2[cH:17][cH:18][cH:19][c:20]([Br:21])[cH:22]2)[c:23]1-[c:24]1[cH:25][s:26][c:27]([CH:28]2[CH2:29][CH2:30][NH:31][CH2:32][CH2:33]2)[n:34]1>>[S:1](=[O:2])(=[O:3])([CH2:4][c:5]1[cH:6][cH:7][cH:8][cH:9][cH:10]1)[N:31]1[CH2:30][CH2:29][CH:28]([c:27]2[s:26][cH:25][c:24](-[c:23]3[c:12]([CH3:11])[o:13][n:14][c:15]3-[c:16]3[cH:17][cH:18][cH:19][c:20]([Br:21])[cH:22]3)[n:34]2)[CH2:33][CH2:32]1
38581,[OH:22][C@H:1]([C:2]([N:3]([CH2:4][CH2:5][O:6][CH3:7])[CH2:8][CH2:9][O:10][CH3:11])=[O:12])[CH3:13].[CH3:14][O:15][C:16](=[O:17])/[CH:18]=[CH:19]/[C:20](=[O:21])O>>[C@@H:1]([C:2]([N:3]([CH2:4][CH2:5][O:6][CH3:7])[CH2:8][CH2:9][O:10][CH3:11])=[O:12])([CH3:13])[O:22][C:20](/[CH:19]=[CH:18]/[C:16]([O:15][CH3:14])=[O:17])=[O:21]
38582,Cl[C:1]([CH3:2])=[O:3].[CH3:4][c:5]1[cH:6][n:7][c:8]([NH2:9])[cH:10][n:11]1>>[C:1]([CH3:2])(=[O:3])[NH:9][c:8]1[n:7][cH:6][c:5]([CH3:4])[n:11][cH:10]1
38584,CC(C)(C)OC(=O)[NH:1][CH2:2][CH2:3][CH2:4][n:5]1[c:6]([NH2:7])[c:8]([C:9]([NH2:10])=[O:11])[c:12](=[O:13])[c:14]2[cH:15][n:16][c:17]([NH:18][c:19]3[cH:20][cH:21][c:22]([N:23]4[CH2:24][CH2:25][O:26][CH2:27][CH2:28]4)[cH:29][cH:30]3)[n:31][c:32]12>>[NH2:1][CH2:2][CH2:3][CH2:4][n:5]1[c:6]([NH2:7])[c:8]([C:9]([NH2:10])=[O:11])[c:12](=[O:13])[c:14]2[cH:15][n:16][c:17]([NH:18][c:19]3[cH:20][cH:21][c:22]([N:23]4[CH2:24][CH2:25][O:26][CH2:27][CH2:28]4)[cH:29][cH:30]3)[n:31][c:32]12
38587,Cl[S:1]([CH3:2])(=[O:3])=[O:4].[NH2:5][C:6](=[O:7])[c:8]1[cH:9][cH:10][c:11]([NH2:12])[c:13]([S:14][c:15]2[cH:16][cH:17][c:18]([F:19])[cH:20][c:21]2[F:22])[cH:23]1>>[S:1]([CH3:2])(=[O:3])(=[O:4])[NH:12][c:11]1[cH:10][cH:9][c:8]([C:6]([NH2:5])=[O:7])[cH:23][c:13]1[S:14][c:15]1[cH:16][cH:17][c:18]([F:19])[cH:20][c:21]1[F:22]
38588,Br[CH2:1][c:2]1[cH:3][cH:4][cH:5][cH:6][cH:7]1.[CH3:8][C:9]([CH3:10])=[CH:11][CH2:12][CH2:13]/[C:14]([CH3:15])=[CH:16]/[CH2:17][OH:18]>>[CH2:1]([c:2]1[cH:3][cH:4][cH:5][cH:6][cH:7]1)[O:18][CH2:17]/[CH:16]=[C:14](/[CH2:13][CH2:12][CH:11]=[C:9]([CH3:8])[CH3:10])[CH3:15]
38589,O[c:1]1[n:2][c:3](-[c:4]2[cH:5][cH:6][n:7][c:8]([Cl:9])[cH:10]2)[n:11][c:12]2[cH:13][n:14][cH:15][c:16]([O:17][CH3:18])[c:19]12.[OH:20][C@@H:21]1[CH2:22][CH2:23][CH2:24][NH:25][CH2:26]1>>[c:1]1([N:25]2[CH2:24][CH2:23][CH2:22][C@@H:21]([OH:20])[CH2:26]2)[n:2][c:3](-[c:4]2[cH:5][cH:6][n:7][c:8]([Cl:9])[cH:10]2)[n:11][c:12]2[cH:13][n:14][cH:15][c:16]([O:17][CH3:18])[c:19]12
38590,CO[C:1](=[O:2])[c:3]1[cH:4][c:5]([CH3:6])[c:7]2[n:8][c:9]([CH3:10])[c:11]([CH3:12])[n:13][c:14]2[cH:15]1>>[CH2:1]([OH:2])[c:3]1[cH:4][c:5]([CH3:6])[c:7]2[n:8][c:9]([CH3:10])[c:11]([CH3:12])[n:13][c:14]2[cH:15]1
38591,Cl[c:1]1[c:2](-[c:3]2[cH:4][n:5]([CH3:6])[n:7][cH:8]2)[n:9][cH:10][cH:11][n:12]1>>[cH:1]1[c:2](-[c:3]2[cH:4][n:5]([CH3:6])[n:7][cH:8]2)[n:9][cH:10][cH:11][n:12]1
38592,O[C:1]([c:2]1[cH:3][c:4]([O:5][CH3:6])[c:7]([NH:8][c:9]2[n:10][cH:11][c:12]([Cl:13])[c:14](-[c:15]3[cH:16][n:17][c:18]4[cH:19][cH:20][cH:21][cH:22][n:23]34)[n:24]2)[cH:25][cH:26]1)=[O:27].[OH:28][CH2:29][CH2:30][N:31]1[CH2:32][CH2:33][NH:34][CH2:35][CH2:36]1>>[C:1]([c:2]1[cH:3][c:4]([O:5][CH3:6])[c:7]([NH:8][c:9]2[n:10][cH:11][c:12]([Cl:13])[c:14](-[c:15]3[cH:16][n:17][c:18]4[cH:19][cH:20][cH:21][cH:22][n:23]34)[n:24]2)[cH:25][cH:26]1)(=[O:27])[N:34]1[CH2:33][CH2:32][N:31]([CH2:30][CH2:29][OH:28])[CH2:36][CH2:35]1
38593,O[C:1](=[O:2])[c:3]1[cH:4][c:5](-[c:6]2[cH:7][cH:8][cH:9][cH:10][cH:11]2)[n:12][c:13]2[cH:14][cH:15][cH:16][cH:17][c:18]12.[CH3:19][NH:20][CH:21]1[CH2:26][CH2:25][CH2:24][CH2:23][CH2:22]1>>[C:1](=[O:2])([c:3]1[cH:4][c:5](-[c:6]2[cH:7][cH:8][cH:9][cH:10][cH:11]2)[n:12][c:13]2[cH:14][cH:15][cH:16][cH:17][c:18]12)[N:20]([CH3:19])[CH:21]1[CH2:22][CH2:23][CH2:24][CH2:25][CH2:26]1
38594,O[C:1]([c:2]1[n:3][c:4](-[c:5]2[cH:6][cH:7][cH:8][c:9]([O:10][CH3:11])[cH:12]2)[n:13][c:14]2[c:15]1[cH:16][cH:17][cH:18][cH:19]2)=[O:20].[CH3:21][O:22][c:23]1[cH:24][cH:25][c:26]2[c:27]([c:28]1[O:29][CH3:30])[CH2:31][CH2:32][NH:33][CH2:34]2>>[C:1]([c:2]1[n:3][c:4](-[c:5]2[cH:6][cH:7][cH:8][c:9]([O:10][CH3:11])[cH:12]2)[n:13][c:14]2[c:15]1[cH:16][cH:17][cH:18][cH:19]2)(=[O:20])[N:33]1[CH2:32][CH2:31][c:27]2[c:26]([cH:25][cH:24][c:23]([O:22][CH3:21])[c:28]2[O:29][CH3:30])[CH2:34]1
38595,Cl[c:1]1[n:2][c:3]([O:4][CH2:5][CH2:6][O:7][CH:8]([CH3:9])[CH3:10])[c:11]([C:12]#[N:13])[cH:14][c:15]1[Cl:16].[OH:17][B:18]1[O:19][CH2:20][c:21]2[cH:22][c:23]([OH:24])[c:25]([F:26])[cH:27][c:28]21>>[c:1]1([O:24][c:23]2[cH:22][c:21]3[c:28]([cH:27][c:25]2[F:26])[B:18]([OH:17])[O:19][CH2:20]3)[n:2][c:3]([O:4][CH2:5][CH2:6][O:7][CH:8]([CH3:9])[CH3:10])[c:11]([C:12]#[N:13])[cH:14][c:15]1[Cl:16]
38597,[CH3:1][C:2]([CH3:3])([CH3:4])[c:5]1[cH:6][c:7]([N:8]=[C:9]=[O:10])[n:11](-[c:12]2[cH:13][cH:14][cH:15][cH:16][cH:17]2)[n:18]1.[NH2:19][c:20]1[cH:21][cH:22][cH:23][c:24]([O:25][c:26]2[cH:27][cH:28][n:29][c:30]3[c:31]2[nH:32][c:33](=[O:34])[cH:35][n:36]3)[cH:37]1>>[CH3:1][C:2]([CH3:3])([CH3:4])[c:5]1[cH:6][c:7]([NH:8][C:9](=[O:10])[NH:19][c:20]2[cH:21][cH:22][cH:23][c:24]([O:25][c:26]3[cH:27][cH:28][n:29][c:30]4[c:31]3[nH:32][c:33](=[O:34])[cH:35][n:36]4)[cH:37]2)[n:11](-[c:12]2[cH:13][cH:14][cH:15][cH:16][cH:17]2)[n:18]1
38598,O[C:1]([c:2]1[cH:3][c:4]([C:5]([O:6][CH2:7][CH3:8])=[O:9])[cH:10][c:11]([C:12](=[O:13])[O:14][CH2:15][CH3:16])[cH:17]1)=[O:18].[CH3:19][NH2:20]>>[C:1]([c:2]1[cH:3][c:4]([C:5]([O:6][CH2:7][CH3:8])=[O:9])[cH:10][c:11]([C:12](=[O:13])[O:14][CH2:15][CH3:16])[cH:17]1)(=[O:18])[NH:20][CH3:19]
38599,O[C:1]([C@@H:2]1[CH2:3][C@H:4]([N:5]([CH2:6][CH:7]([CH3:8])[CH3:9])[C:10](=[O:11])[c:12]2[n:13][n:14][n:15](-[c:16]3[cH:17][cH:18][cH:19][cH:20][cH:21]3)[c:22]2[CH2:23][OH:24])[CH2:25][N:26]([C:27](=[O:28])[O:29][C:30]([CH3:31])([CH3:32])[CH3:33])[CH2:34]1)=[O:35].[CH2:36]1[CH2:37][O:38][CH2:39][CH2:40][NH:41]1>>[C:1]([C@@H:2]1[CH2:3][C@H:4]([N:5]([CH2:6][CH:7]([CH3:8])[CH3:9])[C:10](=[O:11])[c:12]2[n:13][n:14][n:15](-[c:16]3[cH:17][cH:18][cH:19][cH:20][cH:21]3)[c:22]2[CH2:23][OH:24])[CH2:25][N:26]([C:27](=[O:28])[O:29][C:30]([CH3:31])([CH3:32])[CH3:33])[CH2:34]1)(=[O:35])[N:41]1[CH2:36][CH2:37][O:38][CH2:39][CH2:40]1
38600,Cl[c:1]1[c:2]([CH3:3])[cH:4][c:5]([N+:6](=[O:7])[O-:8])[c:9]([N:10]([CH2:11][CH3:12])[CH2:13][CH3:14])[c:15]1[N+:16](=[O:17])[O-:18].[NH3:19]>>[c:1]1([NH2:19])[c:2]([CH3:3])[cH:4][c:5]([N+:6](=[O:7])[O-:8])[c:9]([N:10]([CH2:11][CH3:12])[CH2:13][CH3:14])[c:15]1[N+:16](=[O:17])[O-:18]
38601,Cl[c:1]1[c:2]([N+:3](=[O:4])[O-:5])[cH:6][n:7][c:8]2[cH:9][c:10]([O:11][CH2:12][c:13]3[cH:14][cH:15][cH:16][cH:17][cH:18]3)[cH:19][cH:20][c:21]12.[NH2:22][CH2:23][CH:24]1[CH2:29][CH2:28][O:27][CH2:26][CH2:25]1>>[c:1]1([NH:22][CH2:23][CH:24]2[CH2:25][CH2:26][O:27][CH2:28][CH2:29]2)[c:2]([N+:3](=[O:4])[O-:5])[cH:6][n:7][c:8]2[cH:9][c:10]([O:11][CH2:12][c:13]3[cH:14][cH:15][cH:16][cH:17][cH:18]3)[cH:19][cH:20][c:21]12
38603,O[C:1]([CH2:2][n:3]1[c:4]2[cH:5][cH:6][c:7]([C:8]#[N:9])[cH:10][c:11]2[cH:12][cH:13][c:14]1=[O:15])=[O:16].[NH2:17][c:18]1[s:19][cH:20][c:21]([Cl:22])[c:23]1-[c:24]1[n:25][cH:26][nH:27][n:28]1>>[C:1]([CH2:2][n:3]1[c:4]2[cH:5][cH:6][c:7]([C:8]#[N:9])[cH:10][c:11]2[cH:12][cH:13][c:14]1=[O:15])(=[O:16])[NH:17][c:18]1[s:19][cH:20][c:21]([Cl:22])[c:23]1-[c:24]1[n:25][cH:26][nH:27][n:28]1
38604,[I:4][CH2:3][CH2:2][CH2:1]I.[CH3:5][O:6][C:7](=[O:8])[c:9]1[cH:10][cH:11][cH:12][cH:13][c:14]1[OH:15]>>[CH2:1]([CH2:2][CH2:3][I:4])[O:15][c:14]1[c:9]([C:7]([O:6][CH3:5])=[O:8])[cH:10][cH:11][cH:12][cH:13]1
38605,Br[CH2:1][CH2:2][O:3][c:4]1[cH:5][cH:6][c:7]([CH:8]=[O:9])[cH:10][cH:11]1.[CH3:12][CH2:13][c:14]1[n:15][c:16]([CH3:17])[c:18]([CH2:19][CH3:20])[c:21](=[O:22])[nH:23]1>>[CH2:1]([CH2:2][O:3][c:4]1[cH:5][cH:6][c:7]([CH:8]=[O:9])[cH:10][cH:11]1)[n:23]1[c:14]([CH2:13][CH3:12])[n:15][c:16]([CH3:17])[c:18]([CH2:19][CH3:20])[c:21]1=[O:22]
38608,O=[CH:1][c:2]1[cH:3][c:4]([O:5][CH3:6])[c:7]2[c:8]([cH:9]1)[O:10][CH2:11][CH2:12][O:13]2.[CH3:14][O:15][c:16]1[cH:17][cH:18][c:19]2[c:20]([cH:21]1)[n:22]([CH2:23][CH2:24][N:25]1[CH2:26][CH2:27][CH:28]([NH2:29])[CH2:30][CH2:31]1)[c:32](=[O:33])[cH:34][n:35]2>>[CH2:1]([c:2]1[cH:3][c:4]([O:5][CH3:6])[c:7]2[c:8]([cH:9]1)[O:10][CH2:11][CH2:12][O:13]2)[NH:29][CH:28]1[CH2:27][CH2:26][N:25]([CH2:24][CH2:23][n:22]2[c:20]3[c:19]([cH:18][cH:17][c:16]([O:15][CH3:14])[cH:21]3)[n:35][cH:34][c:32]2=[O:33])[CH2:31][CH2:30]1
38609,Cl[S:1]([CH:2]([CH3:3])[CH3:4])(=[O:5])=[O:6].[CH3:7][CH:8]([CH3:9])[S:10](=[O:11])(=[O:12])[NH:13][CH:14]1[CH2:15][CH2:16][CH:17]=[C:18]1[c:19]1[cH:20][cH:21][c:22]([O:23][CH2:24][CH2:25][NH2:26])[cH:27][cH:28]1>>[S:1]([CH:2]([CH3:3])[CH3:4])(=[O:5])(=[O:6])[NH:26][CH2:25][CH2:24][O:23][c:22]1[cH:21][cH:20][c:19]([C:18]2=[CH:17][CH2:16][CH2:15][CH:14]2[NH:13][S:10]([CH:8]([CH3:7])[CH3:9])(=[O:11])=[O:12])[cH:28][cH:27]1
38610,O[C:1]([C:2]([CH3:3])([CH3:4])[NH:5][C:6](=[O:7])[O:8][CH2:9][c:10]1[cH:11][cH:12][cH:13][cH:14][cH:15]1)=[O:16].[CH3:17][NH:18][CH3:19]>>[C:1]([C:2]([CH3:3])([CH3:4])[NH:5][C:6](=[O:7])[O:8][CH2:9][c:10]1[cH:11][cH:12][cH:13][cH:14][cH:15]1)(=[O:16])[N:18]([CH3:17])[CH3:19]
38611,CCO[C:1](=[O:2])[CH2:3][c:4]1[cH:5][cH:6][c:7]([Br:8])[cH:9][cH:10]1.[CH3:11][NH:12][O:13][CH3:14]>>[C:1](=[O:2])([CH2:3][c:4]1[cH:5][cH:6][c:7]([Br:8])[cH:9][cH:10]1)[N:12]([CH3:11])[O:13][CH3:14]
38613,O[C:1](=[O:2])[CH2:3][CH2:4][CH2:5][CH2:6][C:7](=[O:8])[OH:9].[CH3:10][C:11]([CH3:12])([CH3:13])[O:14][C:15](=[O:16])[NH:17][CH2:18][CH2:19][O:20][CH2:21][CH2:22][O:23][CH2:24][CH2:25][O:26][CH2:27][CH2:28][NH2:29]>>[C:1](=[O:2])([CH2:3][CH2:4][CH2:5][CH2:6][C:7](=[O:8])[OH:9])[NH:29][CH2:28][CH2:27][O:26][CH2:25][CH2:24][O:23][CH2:22][CH2:21][O:20][CH2:19][CH2:18][NH:17][C:15]([O:14][C:11]([CH3:10])([CH3:12])[CH3:13])=[O:16]
38614,[OH:1]O.[CH3:2][O:3][c:4]1[cH:5][cH:6][cH:7][c:8]([CH2:9][S:10][c:11]2[n:12][c:13]3[cH:14][n:15][cH:16][cH:17][c:18]3[nH:19]2)[cH:20]1>>[O:1]=[S:10]([CH2:9][c:8]1[cH:7][cH:6][cH:5][c:4]([O:3][CH3:2])[cH:20]1)[c:11]1[n:12][c:13]2[cH:14][n:15][cH:16][cH:17][c:18]2[nH:19]1
38615,O[C:1]([CH2:2][n:3]1[c:4]([CH2:5][S:6]([CH3:7])(=[O:8])=[O:9])[c:10]([Cl:11])[c:12]([C:13]([F:14])([F:15])[F:16])[n:17]1)=[O:18].[CH3:19][O:20][c:21]1[cH:22][c:23]([N:24]2[CH2:29][CH2:28][NH:27][CH2:26][CH2:25]2)[cH:30][cH:31][c:32]1[Cl:33]>>[C:1]([CH2:2][n:3]1[c:4]([CH2:5][S:6]([CH3:7])(=[O:8])=[O:9])[c:10]([Cl:11])[c:12]([C:13]([F:14])([F:15])[F:16])[n:17]1)(=[O:18])[N:27]1[CH2:26][CH2:25][N:24]([c:23]2[cH:22][c:21]([O:20][CH3:19])[c:32]([Cl:33])[cH:31][cH:30]2)[CH2:29][CH2:28]1
38617,Br[CH2:1][c:2]1[cH:3][cH:4][c:5]([F:6])[cH:7][cH:8]1.[CH3:9][c:10]1[n:11][c:12](-[n:13]2[cH:14][n:15][n:16]([CH2:17][CH2:18][OH:19])[c:20]2=[O:21])[s:22][c:23]1[C:24](=[O:25])[NH:26][CH2:27][c:28]1[cH:29][cH:30][cH:31][n:32][cH:33]1>>[CH2:1]([c:2]1[cH:3][cH:4][c:5]([F:6])[cH:7][cH:8]1)[O:19][CH2:18][CH2:17][n:16]1[n:15][cH:14][n:13](-[c:12]2[n:11][c:10]([CH3:9])[c:23]([C:24](=[O:25])[NH:26][CH2:27][c:28]3[cH:29][cH:30][cH:31][n:32][cH:33]3)[s:22]2)[c:20]1=[O:21]
38618,[CH3:1][CH:2]([CH3:3])[CH2:4][c:5]1[cH:6][c:7]([CH2:8][OH:9])[n:10][n:11]1[C:12]([CH3:13])([CH3:14])[CH3:15]>>[CH3:1][CH:2]([CH3:3])[CH2:4][c:5]1[cH:6][c:7]([CH:8]=[O:9])[n:10][n:11]1[C:12]([CH3:13])([CH3:14])[CH3:15]
38619,CC(C)(C)OC(=O)[N:1]([CH3:2])[CH2:3][c:4]1[cH:5][cH:6][cH:7][c:8]2[c:9]1[C:10](=[O:11])[N:12]([CH:13]1[CH2:14][CH2:15][C:16](=[O:17])[NH:18][C:19]1=[O:20])[C:21]2=[O:22]>>[NH:1]([CH3:2])[CH2:3][c:4]1[cH:5][cH:6][cH:7][c:8]2[c:9]1[C:10](=[O:11])[N:12]([CH:13]1[CH2:14][CH2:15][C:16](=[O:17])[NH:18][C:19]1=[O:20])[C:21]2=[O:22]
38620,CC(C)(C)OC(=O)[N:1]1[CH2:2][CH2:3][C@H:4]([NH:5][C:6]([C@@H:7]2[CH2:8][C@H:9]([S:10][CH2:11][c:12]3[cH:13][cH:14][c:15]([O:16][CH3:17])[cH:18][cH:19]3)[CH2:20][N:21]2[C:22](=[O:23])[O:24][CH2:25][c:26]2[cH:27][cH:28][c:29]([N+:30](=[O:31])[O-:32])[cH:33][cH:34]2)=[O:35])[CH2:36]1>>[NH:1]1[CH2:2][CH2:3][C@H:4]([NH:5][C:6]([C@@H:7]2[CH2:8][C@H:9]([S:10][CH2:11][c:12]3[cH:13][cH:14][c:15]([O:16][CH3:17])[cH:18][cH:19]3)[CH2:20][N:21]2[C:22](=[O:23])[O:24][CH2:25][c:26]2[cH:27][cH:28][c:29]([N+:30](=[O:31])[O-:32])[cH:33][cH:34]2)=[O:35])[CH2:36]1
38621,O=[C:1]([CH:2](Cl)[C:3]([O:4][CH2:5][CH3:6])=[O:7])[CH3:8].[NH2:9][C:10](=[S:11])[c:12]1[cH:13][c:14]([OH:15])[c:16]2[s:17][cH:18][cH:19][c:20]2[cH:21]1>>[c:1]1([CH3:8])[c:2]([C:3]([O:4][CH2:5][CH3:6])=[O:7])[s:11][c:10](-[c:12]2[cH:13][c:14]([OH:15])[c:16]3[s:17][cH:18][cH:19][c:20]3[cH:21]2)[n:9]1
38622,Cl[C:1]([CH2:2][O:3][CH3:4])=[O:5].[CH3:6][N:7]([C:8](=[O:9])[O:10][c:11]1[cH:12][cH:13][c:14]([F:15])[cH:16][cH:17]1)[C@H:18]1[CH2:19][N:20]([C:21](=[O:22])[CH:23]2[CH2:24][CH2:25][NH:26][CH2:27][CH2:28]2)[CH2:29][C@@H:30]1[c:31]1[cH:32][cH:33][c:34]([Cl:35])[c:36]([Cl:37])[cH:38]1>>[C:1]([CH2:2][O:3][CH3:4])(=[O:5])[N:26]1[CH2:25][CH2:24][CH:23]([C:21]([N:20]2[CH2:19][C@H:18]([N:7]([CH3:6])[C:8](=[O:9])[O:10][c:11]3[cH:12][cH:13][c:14]([F:15])[cH:16][cH:17]3)[C@@H:30]([c:31]3[cH:32][cH:33][c:34]([Cl:35])[c:36]([Cl:37])[cH:38]3)[CH2:29]2)=[O:22])[CH2:28][CH2:27]1
38624,I[CH3:1].[CH3:2][O:3][c:4]1[cH:5][cH:6][cH:7][c:8]([NH:9][c:10]2[n:11][c:12]([Cl:13])[n:14][c:15]3[cH:16][cH:17][cH:18][cH:19][c:20]23)[c:21]1[O:22][CH3:23]>>[CH3:1][N:9]([c:8]1[cH:7][cH:6][cH:5][c:4]([O:3][CH3:2])[c:21]1[O:22][CH3:23])[c:10]1[n:11][c:12]([Cl:13])[n:14][c:15]2[cH:16][cH:17][cH:18][cH:19][c:20]12
38625,[NH2:1][c:2]1[cH:3][c:4](-[c:5]2[cH:6][cH:7][cH:8][cH:9][cH:10]2)[s:11][c:12]1[C:13](=[O:14])[OH:15].[O:16]=[C:17]=[N:18][c:19]1[c:20]([Cl:21])[cH:22][cH:23][cH:24][c:25]1[Cl:26]>>[NH:1]([c:2]1[cH:3][c:4](-[c:5]2[cH:6][cH:7][cH:8][cH:9][cH:10]2)[s:11][c:12]1[C:13](=[O:14])[OH:15])[C:17](=[O:16])[NH:18][c:19]1[c:20]([Cl:21])[cH:22][cH:23][cH:24][c:25]1[Cl:26]
38626,[OH:3][CH2:2][CH2:1][OH:4].O=[CH:5][c:6]1[cH:14][cH:13][c:9]([N+:10](=[O:11])[O-:12])[cH:8][cH:7]1>>[CH2:1]1[CH2:2][O:3][CH:5]([c:6]2[cH:7][cH:8][c:9]([N+:10](=[O:11])[O-:12])[cH:13][cH:14]2)[O:4]1
38627,Br[CH:1]([C:2]([O:3][CH3:4])=[O:5])[CH2:6][CH:7]([CH3:8])[CH3:9].[SH:10][c:11]1[n:12][n:13][c:14](-[c:15]2[cH:16][cH:17][cH:18][cH:19][cH:20]2)[nH:21]1>>[CH:1]([C:2]([O:3][CH3:4])=[O:5])([CH2:6][CH:7]([CH3:8])[CH3:9])[S:10][c:11]1[n:12][n:13][c:14](-[c:15]2[cH:16][cH:17][cH:18][cH:19][cH:20]2)[nH:21]1
38628,CC(C)(C)OC(=O)O[C:6]([O:5][C:2]([CH3:1])([CH3:3])[CH3:4])=[O:7].[CH3:8][O:9][C:10](=[O:11])[CH:12]1[CH2:13][NH:14][CH2:15][CH:16]([CH3:17])[CH2:18]1>>[CH3:1][C:2]([CH3:3])([CH3:4])[O:5][C:6](=[O:7])[N:14]1[CH2:13][CH:12]([C:10]([O:9][CH3:8])=[O:11])[CH2:18][CH:16]([CH3:17])[CH2:15]1
38629,Cl[CH2:1][CH2:2][CH2:3][S:4]([O:5][CH2:6][C:7]([C@H:8]([C:9]([O:10][CH:11]([CH3:12])[CH3:13])=[O:14])[O:15][CH2:16][c:17]1[cH:18][cH:19][cH:20][cH:21][cH:22]1)([CH3:23])[CH3:24])(=[O:25])=[O:26].[N-:27]=[N+:28]=[N-:29]>>[CH2:1]([CH2:2][CH2:3][S:4]([O:5][CH2:6][C:7]([C@H:8]([C:9]([O:10][CH:11]([CH3:12])[CH3:13])=[O:14])[O:15][CH2:16][c:17]1[cH:18][cH:19][cH:20][cH:21][cH:22]1)([CH3:23])[CH3:24])(=[O:25])=[O:26])[N:27]=[N+:28]=[N-:29]
38630,Cl[CH2:1][c:2]1[cH:3][n:4]([CH3:5])[n:6][cH:7]1.[N:8]#[C:9][c:10]1[cH:11][c:12]([CH2:13][CH2:14][c:15]2[n:16][c:17](=[O:18])[nH:19][cH:20][cH:21]2)[cH:22][cH:23][c:24]1[O:25][c:26]1[cH:27][cH:28][cH:29][c:30]([C:31]([F:32])([F:33])[F:34])[cH:35]1>>[CH2:1]([c:2]1[cH:3][n:4]([CH3:5])[n:6][cH:7]1)[n:19]1[c:17](=[O:18])[n:16][c:15]([CH2:14][CH2:13][c:12]2[cH:11][c:10]([C:9]#[N:8])[c:24]([O:25][c:26]3[cH:27][cH:28][cH:29][c:30]([C:31]([F:32])([F:33])[F:34])[cH:35]3)[cH:23][cH:22]2)[cH:21][cH:20]1
38631,CCO[C:1](=[O:2])[c:3]1[cH:4][c:5]([CH2:6][n:7]2[cH:8][c:9]([N+:10](=[O:11])[O-:12])[cH:13][n:14]2)[o:15][n:16]1>>[CH2:1]([OH:2])[c:3]1[cH:4][c:5]([CH2:6][n:7]2[cH:8][c:9]([N+:10](=[O:11])[O-:12])[cH:13][n:14]2)[o:15][n:16]1
38632,O[C:1]([C@@H:2]1[C@@H:3]([CH2:4][CH3:5])[CH2:6][CH2:7][N:8]1[CH:9]([C:10](=[O:11])[O:12][C:13]([CH3:14])([CH3:15])[CH3:16])[C@@H:17]1[CH2:18][CH2:19][CH2:20][NH:21]1)=[O:22].[NH2:23][CH2:24][c:25]1[cH:26][cH:27][cH:28][c:29]([Cl:30])[cH:31]1>>[C:1]([C@@H:2]1[C@@H:3]([CH2:4][CH3:5])[CH2:6][CH2:7][N:8]1[CH:9]([C:10](=[O:11])[O:12][C:13]([CH3:14])([CH3:15])[CH3:16])[C@@H:17]1[CH2:18][CH2:19][CH2:20][NH:21]1)(=[O:22])[NH:23][CH2:24][c:25]1[cH:26][cH:27][cH:28][c:29]([Cl:30])[cH:31]1
38633,[CH3:1][C:2]([CH3:3])([CH3:4])[O:5][C:6](=[O:7])[CH2:8][O:9][c:10]1[cH:11][cH:12][c:13]([Cl:14])[cH:15][c:16]1[C:17]#[N:18]>>[CH3:1][C:2]([CH3:3])([CH3:4])[O:5][C:6](=[O:7])[CH2:8][O:9][c:10]1[cH:11][cH:12][c:13]([Cl:14])[cH:15][c:16]1[CH2:17][NH2:18]
38634,O=[CH2:1].[CH3:2][N:3]1[CH2:4][CH2:5][N:6]([c:7]2[n:8][c:9]3[cH:10][c:11]([Cl:12])[c:13]([NH2:14])[cH:15][c:16]3[o:17]2)[CH2:18][CH2:19]1>>[CH3:1][NH:14][c:13]1[c:11]([Cl:12])[cH:10][c:9]2[n:8][c:7]([N:6]3[CH2:5][CH2:4][N:3]([CH3:2])[CH2:19][CH2:18]3)[o:17][c:16]2[cH:15]1
38635,O=[C:1]1[CH2:2][CH2:3][N:4]([CH2:5][c:6]2[cH:7][cH:8][cH:9][cH:10][cH:11]2)[CH2:12][CH2:13]1.[CH3:14][NH2:15]>>[CH:1]1([NH:15][CH3:14])[CH2:2][CH2:3][N:4]([CH2:5][c:6]2[cH:7][cH:8][cH:9][cH:10][cH:11]2)[CH2:12][CH2:13]1
